taskname,category
Change Order #7 - Wakefield,Uncategorized
Change Order #8- Wakefield,Uncategorized
Change Order Allowance,Construction
Change Order Contingency,Construction
Change Order Coverage Under Submitted Monthly Rental Rate,Uncategorized
Change Orders,Construction
Change Orders 5% (SPC),Construction
Change Orders Contingency,Construction
Change Orders OPEX,Construction
Change in SOW 4U/3L Fire Separation Hazmat,Construction
Chapman - Construction,Construction
Charge Point - Equipment Purchase,FF&E + Millwork
Charger Construction,Construction
Charger Equipment,FF&E + Millwork
Chargers,Uncategorized
Charging Stations,Uncategorized
Charter Mechanical,FF&E + Millwork
Chef Kitchen Equipment,FF&E + Millwork
Chicago Art Source,FF&E + Millwork
Chiller Replacement,Construction
Cineak - Content Review Room Seating,FF&E + Millwork
"Circuit Installation, Network Equipment & Install (by Invesco)",FF&E + Millwork
Circuit Installations,Construction
Circuit Mapping,Construction
Circuits,Construction
Cisco Equip WWT,Uncategorized
Cisco Gear (WWT),Uncategorized
City Permit & Plan Check,Soft Costs
City Permit and Fees,Soft Costs
City Permits,Soft Costs
City Permits (Demising Wall),Soft Costs
City Permits (Direct Export),Soft Costs
City Permits (Western Transfer),Soft Costs
City Tree Guards,Uncategorized
City's Inspection Charges,Soft Costs
Cityscape Credit,Uncategorized
Civil,Soft Costs
Civil & Geotechnical Engineer,Soft Costs
Civil - Additional Services,Soft Costs
Civil - Excavation / Earthwork,FF&E + Millwork
Civil - Roadway / Parking Lot,Soft Costs
Civil Design - Del-Mont,Soft Costs
Civil Engineer,Soft Costs
Civil Engineer & Geotech report,Soft Costs
Civil Engineer & geotech,Soft Costs
Civil Engineer (Diligence) - Bohler,Soft Costs
Civil Engineer - Bohler,Soft Costs
Civil Engineer - CSW,Soft Costs
Civil Engineer - Langan Engineering,Soft Costs
Civil Engineer - Old Project,Soft Costs
Civil Engineering,Soft Costs
Civil Engineering Fee,Soft Costs
"Civil Interior, Kitchen Equipment and loose furniture",FF&E + Millwork
Civil Permit Runner,Soft Costs
"Civil Work- Includng Office Interior Scope,RWH",Soft Costs
Civil Works,Construction
Civil and Landscape,Soft Costs
Civil and Structural Engineer - Borton Lawson,Soft Costs
"Civil, PHE & External Development",Soft Costs
Civil/Design,Soft Costs
Civil/Geotech Consultant - TBD,Soft Costs
Clarizen Catchup,Uncategorized
Classroom Furniture,FF&E + Millwork
Classroom Furniture - Allowance,FF&E + Millwork
Classroom furniture,FF&E + Millwork
Clean Room Construction,Construction
Clean out,Uncategorized
Clean up & Protection,Uncategorized
CleanSuite Ceiling System,Uncategorized
Cleaning,Uncategorized
Cleaning & Protection,Construction
Cleaning and Protection,Construction
Cleaning services,Construction
"Cleaning, Painting, IT Shutdown",Construction
Cleaning/Dumpster Materials,Uncategorized
Cleaning/Protection,Uncategorized
"Cleanup, protection and Infection Prevention",Uncategorized
Clear & Clean old space,Uncategorized
Clear out & disposal,Uncategorized
Clearing of vacating space,Uncategorized
Clearway Equipment Rebate,FF&E + Millwork
Client Change Order Contingency,Construction
Client Reimbursables,Soft Costs
Client Technology - Media Server,FF&E + Millwork
Client Technology - Media Server (1691),FF&E + Millwork
Client Technology - Misc. Client Tech (1716),FF&E + Millwork
Client Technology - Printer (1713),FF&E + Millwork
Client Technology - Workstations & TV's,FF&E + Millwork
Client Technology - Workstations & TV's (1691),FF&E + Millwork
Clinical Equipment,FF&E + Millwork
"Clinical, Office, Admin, Public Space",Uncategorized
Close Out Inspections & Warranty,Soft Costs
Closing - Relocation - Consolidation,FF&E + Millwork
Closing Costs,Uncategorized
Club House / Office Furnishings,FF&E + Millwork
Club House and Amenities,Uncategorized
Club Level Kiosks,Uncategorized
Club Suites,Uncategorized
Clubhouse/ Office Leasing,Uncategorized
"CoS Arena Management - Ongoing Costs (OCPM, Chatham Personnel, etc.)",Uncategorized
"CoS SPLOST Management (Pete Shonka, Other Prior Staffing & Misc. Charges)",Uncategorized
CoWorking,Uncategorized
Code Compliant Signage (Included in Branding/ Signage),FF&E + Millwork
Code Consultant,Soft Costs
"Code Consultant (Building, Fire, Accessibility)",Soft Costs
Code Consultant (King & King),Soft Costs
"Code Consultant (building, fire, accessibility)",Soft Costs
Code Consultant - Municipal Building Consultants,Soft Costs
Code Official - IBTS,Uncategorized
Code Plan Review & Inspections,Soft Costs
Code Plan Review & Inspections - COR,Soft Costs
Code Plan Review & inspections,Soft Costs
Code Signage,FF&E + Millwork
Coffee Bar Equipment,FF&E + Millwork
Coffee Bar Seating,FF&E + Millwork
Coffee Maker,FF&E + Millwork
Coffee Shop + Barista Equipment,FF&E + Millwork
Coin Machine,Uncategorized
Coin Machine Wrap,Uncategorized
Cold Boxes,Uncategorized
Cold Boxes - Delivery & Install (new and existing),Uncategorized
Cold Room,Uncategorized
Cold Storage - S&S Refrigeration,FF&E + Millwork
Coldwell Banker Construction,Construction
Coldwell Banker Furniture-Leased,FF&E + Millwork
ComEd Admin Fees,Soft Costs
Comfy Sacks,Uncategorized
Comm - Data Cabling,FF&E + Millwork
Comm - Data Cabling_Admin,FF&E + Millwork
Comm - Information Systems Reconfiguration,Uncategorized
Comm - Network Equipment,FF&E + Millwork
Comm - Network Equipment & Cabling,FF&E + Millwork
Comm - Networking Equipment,FF&E + Millwork
Comm - Riser Work,Uncategorized
Comm - Soundmasking,Uncategorized
"Comm - Soundmasking ""White Noise"" (1709)",Uncategorized
Comm - Soundmasking (Phase II),Uncategorized
Comm - Soundmasking_Admin,Uncategorized
Comm -UPS,Uncategorized
Comm / IT - Cabling & Equipment,FF&E + Millwork
Comm Systems,Uncategorized
"Comm, Testing & Misc Fees",Soft Costs
Comm- Computer Monitors,FF&E + Millwork
Comm- Computer/Copier,Uncategorized
Comm- DAS Equip/Data Cabling,FF&E + Millwork
Comm- Data Cable/Wire,Uncategorized
Comm- Data Cabling,FF&E + Millwork
Comm- Data Cabling & AV Install,FF&E + Millwork
Comm- Data Cabling & Equipment,FF&E + Millwork
Comm- Data Cabling & IT Equipment,FF&E + Millwork
Comm- Data Cabling & IT Infrastructure,FF&E + Millwork
Comm- Data Cabling & Security,FF&E + Millwork
Comm- Data Cabling (AV Incl),FF&E + Millwork
Comm- Data Cabling (Placeholder),FF&E + Millwork
Comm- Data Cabling (Solda Electric),FF&E + Millwork
Comm- Data Cabling + Soundmasking,FF&E + Millwork
Comm- Data Cabling - Able Communications,FF&E + Millwork
Comm- Data Cabling - Retail,FF&E + Millwork
Comm- Data Cabling - SCIF,FF&E + Millwork
Comm- Data Cabling - Summit Riser,FF&E + Millwork
Comm- Data Cabling / LV Wiring,FF&E + Millwork
Comm- Data Cabling // Retail,FF&E + Millwork
Comm- Data Cabling CCS Horizon,FF&E + Millwork
Comm- Data Cabling SFT,FF&E + Millwork
Comm- Data Cabling SSC,FF&E + Millwork
Comm- Data Cabling: Infinity,FF&E + Millwork
Comm- Data Equipment,FF&E + Millwork
Comm- Data Equipment - Do Not Use - Internal,FF&E + Millwork
Comm- Demo Data Cabling,FF&E + Millwork
Comm- Desktop Monitors,FF&E + Millwork
Comm- IT Equipment,FF&E + Millwork
Comm- IT Equipment & Cabling,FF&E + Millwork
Comm- IT Network Equipment,FF&E + Millwork
Comm- ITS Networking,Uncategorized
Comm- LV/Data Cabling,FF&E + Millwork
Comm- Low Voltage,FF&E + Millwork
Comm- Low Voltage Data Cabling (1710),FF&E + Millwork
Comm- Network/AV/Cabling/Security/Sound Masking,FF&E + Millwork
Comm- Nurse Call,Construction
Comm- Voice Cabling,FF&E + Millwork
Comm- Voice Equipment,FF&E + Millwork
Comm- Voice and Data Cabling,FF&E + Millwork
Comm- WAP's,Uncategorized
Comm- Wireless Hot Spots,FF&E + Millwork
Comm. Material,Uncategorized
Commercial TI (Misc. Owner Hard Costs),Construction
Commission/ArcFlash,Uncategorized
Commissioning,Soft Costs
Commissioning & Building Analysis,Soft Costs
Commissioning (Horizon),Soft Costs
Commissioning - Fundamental,Soft Costs
Commissioning - Genesis,Soft Costs
Commissioning - LEED Enhanced,Soft Costs
Commissioning - Rick Unvarsky,Soft Costs
Commissioning - TBD,Soft Costs
Commissioning Agent,Soft Costs
Commissioning Agent - CxA Fee,Soft Costs
Commissioning Agent - NV5,Soft Costs
Commissioning Agent - Not Needed,Soft Costs
Commissioning Agent Fees,Soft Costs
Commissioning Consul,Soft Costs
Commissioning Consultant,Soft Costs
Commissioning Fundamental,Soft Costs
Commissioning QA QC Day 1,Soft Costs
Commissioning Services,Soft Costs
Commissioning Services (Sazan),Soft Costs
"Commissioning, external",Soft Costs
"Commissioning, external - Other Consulting/Mat'l Testing",Soft Costs
Commissioning/TAB,Soft Costs
Commodore Construction,Construction
Common Area Construction,Construction
Common Area Furnishing,Uncategorized
Common Area Furnishings - Art & Murals,FF&E + Millwork
Common Area Furnishings - MURAL & ART,FF&E + Millwork
Common Area Furniture,FF&E + Millwork
Common Corridor Refresh,Uncategorized
Common Space Decorations,FF&E + Millwork
Commssioning,Uncategorized
Communication,Uncategorized
Communication - IT & Data,Uncategorized
"Communication - IT, Data and CCTV Camera",Uncategorized
Communication Bar,Uncategorized
Communications,Construction
Communications Labor,Construction
Communications and IT,Construction
Communications and IT-S&C,Construction
"Communications, all",Construction
Communications- Public Relations,Construction
Compost Collection Bins,Uncategorized
Compressed Air (BPC002757),Construction
Computer Hardware  - Legacy Network/ SRS,Uncategorized
"Computer Hardware (TCR, CDU)",Uncategorized
Computer Monitors,FF&E + Millwork
Computer Workstation Set Up,Uncategorized
Computer/LAN - PC Hardware,Uncategorized
Computer/LAN/Telephone Cabling,FF&E + Millwork
"Computers, Phones, Monitors, Docking",FF&E + Millwork
"Computers, Printers, Scanners",FF&E + Millwork
"Computers, printers, etc",FF&E + Millwork
Conceptual Study,Construction
Concessions - Food Service,Uncategorized
Concrete,Construction
"Concrete (Footings, Slab, Concrete Retaining Walls, Stairs & Landings)",Construction
Concrete - 3200,Construction
Concrete - 3200 - Structural VT Package,Construction
"Concrete - Cassions, Foundatio",Construction
Concrete Demo (Nor-Cal),Construction
Concrete Improvements (2021),Construction
Concrete Labor,Construction
Concrete Material,Construction
Concrete OT Work (ALLOWANCE),Construction
Concrete Pad,Construction
Concrete Patching,Construction
Concrete Walkway/Curbs,Construction
Concrete/ Masonry/ Fireproofing,Construction
Concrete/ADA Improvements (2021),Construction
Concstruction,Uncategorized
Condensate Line Relocation,FF&E + Millwork
Condo Sales Office,Uncategorized
Condo and Condo Lobby Buildouts,Uncategorized
Conduit & Telecom Infrastructure Allowance,Construction
Conf Rm Scheduler,Uncategorized
Conference Center Casual Seating,FF&E + Millwork
Conference Center Casual Tables,FF&E + Millwork
Conference Center/Roof Deck Construction Added Bathrooms and Pantry,FF&E + Millwork
Conference Chairs,FF&E + Millwork
Conference Room (Large),FF&E + Millwork
Conference Room Monitor,FF&E + Millwork
Conference Room Scheduler,FF&E + Millwork
Conference Room Table (Flip Top),FF&E + Millwork
Conference Table (Large),Uncategorized
Conference Table (Medium),Uncategorized
Conference Table (Small),Uncategorized
Conference Tables,FF&E + Millwork
Conference and Storage,Uncategorized
Conference room monitors,FF&E + Millwork
Conferencing,Uncategorized
Confernece Room Monitor,Uncategorized
Connect Access Control to Main Campus,FF&E + Millwork
Connect Network to Site,Uncategorized
Connecttrac,Uncategorized
Cons - Cost,Uncategorized
Cons- Commissioning,Soft Costs
Cons- Move Coordinator,FF&E + Millwork
Cons- Operational Plan,Uncategorized
Cons- Other,Uncategorized
Cons- Signage/Graphics,FF&E + Millwork
Cons- Window Treatment,FF&E + Millwork
Consigli GMP 3.24.23,Construction
Console Furniture- WC,FF&E + Millwork
Constantine Construction,Construction
Constr-Dsgn Allowance,Construction
Construction,Construction
Construction  - Suite 1300,Construction
Construction & Demo,Construction
Construction & Hard Costs,Construction
Construction & IT,Construction
Construction & Materials,Construction
Construction & Painting,Construction
Construction & Signage,FF&E + Millwork
Construction & int signage,FF&E + Millwork
Construction & signage,FF&E + Millwork
Construction (ACG),Construction
Construction (Alpha Linac),Construction
Construction (BA-22 & MRI),Construction
Construction (Bancroft),Construction
Construction (Clune),Construction
Construction (Color-Art),FF&E + Millwork
Construction (Design & Build Works),Soft Costs
Construction (EXP),Construction
Construction (Flooring Repair),Construction
Construction (Gilbane),Construction
Construction (HITT),Construction
Construction (HVAC Repair & Replacement),Construction
Construction (ISC Contracting),Construction
Construction (Includes Structured Cabling),FF&E + Millwork
Construction (LL Turn-key Repairs including FFE),FF&E + Millwork
Construction (Lawson Roofing),Construction
Construction (MACU),Construction
Construction (Max),Construction
Construction (Modification to LL spec design),Construction
Construction (Office & Lab),Construction
Construction (PLAZA),Construction
Construction (Pavarini),Construction
Construction (Pulcon),Construction
Construction (SPK Lewis),Construction
Construction (Swinerton),Construction
Construction (TCCo),Construction
Construction (TIA),Construction
Construction (Tishman),Construction
Construction (Turner),Construction
Construction (Wolverine Builders Inc),Construction
Construction (by Brookfield),Construction
Construction (demo/Inter Constr/Mechanical/Gen Cond),Construction
Construction (incl Data Cabling) - R&S,FF&E + Millwork
Construction (incl Demo),Construction
"Construction (incl. Security $405,655 and cleaning)",Construction
Construction (includes security),Construction
Construction + Arch/ MEP,Construction
Construction + Soundmasking,Construction
Construction - 2401 - Level 2,Construction
Construction - 28th Floor,Construction
Construction - 35th Floor,Construction
Construction - 50%,Construction
Construction - ACCT. 200,Construction
Construction - AW Design & Build,Soft Costs
Construction - Access controls / Security,FF&E + Millwork
Construction - Acoustical Ceilings,Soft Costs
Construction - Added Scope,Construction
Construction - BCCI,Construction
Construction - Bakery,Construction
Construction - Barn Renovation,Construction
Construction - Barringer,Construction
Construction - Base Building Tenant Influence Costs,Construction
Construction - Base Project,Construction
Construction - Base Scope,Construction
Construction - Based on CM&B 9-8-21,Construction
Construction - Bldg,Construction
Construction - Brocon,Construction
Construction - CB,Construction
Construction - CO1,Construction
Construction - CO2,Construction
Construction - Capex,Construction
Construction - Carpet & Resilient Flooring,FF&E + Millwork
Construction - Cat walk,Construction
Construction - Caulking (Details Custom Builders),Construction
Construction - Ceramic,Construction
Construction - Change Orders,Construction
Construction - Civil,Construction
Construction - Clune,Construction
Construction - Coffee Bar,FF&E + Millwork
Construction - Concrete,Construction
Construction - Conf. Rm.,Construction
Construction - Conference Center,Construction
Construction - Consultants,Soft Costs
Construction - Contract Value + NEQ Contingency,Construction
Construction - Core and Shell,Construction
Construction - Cross Country & Corridor,Construction
Construction - DA Pope,Construction
Construction - DPR,Construction
Construction - Daimler,Construction
Construction - Davit System,Construction
Construction - Day 1 Scope,Construction
Construction - Day 2 Scope,Construction
Construction - Decommission,FF&E + Millwork
Construction - Demolition,Construction
Construction - Design Build GMP,Soft Costs
Construction - Dilbeck,Construction
Construction - Dock Inspections,Soft Costs
Construction - Doors Frames & Hardware,Construction
Construction - EVOS,Construction
Construction - EXP,Construction
Construction - Electrical,Construction
Construction - Equipment & Appliances,FF&E + Millwork
Construction - Escalation,Construction
Construction - Exp,Construction
Construction - Exterior Improvements (Initially Lobby and Public Space,Construction
Construction - Eyde,Construction
Construction - Facade Construction,Construction
Construction - Fee (4%),Construction
Construction - Fire Alarm Allowance,Construction
